,corr_com_target
num_suites,0.34451782481583754
num_banheiros,0.15201177617196712
vista_mar_bin,0.1174848891088714
area,-0.10865246736167124
num_andares,0.10665177728863824
num_quartos,0.08709476030713167
num_vagas_garagem,0.0722166246377808
mobiliado_bin,0.07061097542902779
iptu,-0.013831346017906308
taxa_condominial,0.00788474452669587
imovel_lancamento,
bl_temporada,
