area,iptu,taxa_condominial,num_quartos,num_banheiros,num_suites,num_vagas_garagem,num_andares,tipo_imovel,estado_construcao,fonte,imovel_lancamento,bl_temporada,vista_mar_bin,mobiliado_bin,preco_m2
177.0,,1300.0,4,4,2,3,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8474.57627118644
93.0,2082.0,833.0,3,3,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8064.5161290322585
380.0,10000.0,3000.0,4,6,4,3,0,Apartamento,desconhecido,Viva Real,0,0,1,0,11842.105263157895
127.0,3229.0,1313.0,3,4,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,11811.023622047243
167.0,5500.0,950.0,3,5,3,3,0,Apartamento,desconhecido,Viva Real,0,0,0,1,17365.269461077845
219.0,0.0,1870.0,4,6,4,4,12,Apartamento,desconhecido,Viva Real,0,0,0,0,12100.456621004567
56.0,1100.0,450.0,0,1,0,2,0,Consultório,desconhecido,Viva Real,0,0,0,0,8035.714285714285
119.0,2000.0,860.0,3,3,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,5462.18487394958
68.0,0.0,0.0,2,3,2,0,13,Apartamento,desconhecido,Viva Real,0,0,0,0,21806.9153612532
70.0,,,2,2,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,10985.714285714286
154.0,1093.0,968.0,3,5,3,2,0,Apartamento,desconhecido,Viva Real,0,0,1,0,20714.285714285714
100.0,1031.0,719.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,9000.0
61.0,1151.0,799.0,0,1,0,2,0,Consultório,desconhecido,Viva Real,0,0,0,0,14918.032786885246
69.0,1497.0,548.0,2,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,11594.202898550724
140.0,0.0,1350.0,3,2,2,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,6214.285714285715
141.0,0.0,900.0,3,3,2,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,9574.468085106382
150.0,2800.0,880.0,3,4,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,7666.666666666667
39.0,560.0,490.0,1,1,0,0,0,Apartamento,desconhecido,Viva Real,0,0,0,0,4871.794871794872
61.0,2202.0,907.0,0,1,0,1,0,Consultório,desconhecido,Viva Real,0,0,0,0,6557.377049180328
202.0,5850.0,1550.0,3,3,1,3,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8663.366336633664
38.0,1813.0,543.0,1,1,0,1,13,Apartamento,desconhecido,Viva Real,0,0,0,1,20789.473684210527
117.0,2500.0,1360.0,3,4,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,18376.068376068375
67.0,1300.0,1060.0,2,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,9701.492537313432
239.0,8666.0,2000.0,4,5,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,7949.79079497908
48.0,1142.0,831.0,1,1,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,20000.0
156.0,4706.0,846.0,4,4,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8974.358974358975
288.0,900.0,4100.0,4,5,4,3,0,Apartamento,desconhecido,Viva Real,0,0,0,0,14236.111111111111
43.0,99.0,526.0,1,1,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,7209.302325581395
116.0,3500.0,850.0,3,3,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,11896.551724137931
259.0,0.0,2200.0,4,6,4,3,0,Apartamento,desconhecido,Viva Real,0,0,1,0,14671.814671814673
36.0,1680.0,685.0,0,1,0,1,0,Consultório,desconhecido,Viva Real,0,0,0,0,6666.666666666667
86.0,0.0,0.0,2,3,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,12093.023255813954
34.0,536.0,539.0,0,1,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,4058.823529411765
36.0,2665.0,636.0,0,1,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,8055.555555555556
223.0,3100.0,1850.0,3,5,3,3,12,Apartamento,desconhecido,Viva Real,0,0,0,0,13228.699551569507
237.0,0.0,0.0,4,2,0,0,0,Apartamento,desconhecido,Viva Real,0,0,0,0,6751.054852320675
220.0,583.0,2000.0,4,5,3,4,0,Apartamento,desconhecido,Viva Real,0,0,0,0,13409.09090909091
63.0,1.0,565.0,2,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,10714.285714285714
122.0,0.0,800.0,3,3,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,15573.77049180328
49.0,1061.0,567.0,1,1,0,0,0,Apartamento,desconhecido,Viva Real,0,0,0,0,6081.632653061224
222.0,5500.0,1100.0,3,4,3,2,11,Apartamento,desconhecido,Viva Real,0,0,1,0,8108.108108108108
102.0,243.0,823.0,0,2,0,2,0,Ponto Comercial/Loja/Box,desconhecido,Viva Real,0,0,0,0,8333.333333333334
186.0,7734.0,,0,4,0,0,0,Imóvel Comercial,desconhecido,Viva Real,0,0,0,0,5376.344086021505
98.0,1900.0,692.0,3,2,1,2,12,Apartamento,desconhecido,Viva Real,0,0,0,1,10714.285714285714
98.0,2900.0,890.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,6428.571428571428
280.0,0.0,1000.0,4,4,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,7500.0
122.0,1200.0,700.0,2,3,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,6147.540983606557
116.0,2400.0,1100.0,3,3,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,8017.241379310345
43.0,1009.0,567.0,1,1,0,0,0,Apartamento,desconhecido,Viva Real,0,0,0,0,6930.232558139535
117.0,150.0,780.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,5042.735042735043
239.0,3488.0,1225.0,4,6,4,3,0,Cobertura,desconhecido,Viva Real,0,0,0,1,10460.251046025105
110.0,1200.0,1000.0,3,4,1,0,0,Apartamento,desconhecido,Viva Real,0,0,0,0,6272.727272727273
101.0,0.0,900.0,3,2,1,1,12,Apartamento,desconhecido,Viva Real,0,0,0,0,11386.138613861385
65.0,2000.0,750000.0,2,1,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,9000.0
256.0,,1500.0,3,1,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,14062.5
69.0,279.0,649.0,2,2,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,13913.04347826087
280.0,0.0,0.0,3,4,3,2,0,Cobertura,desconhecido,Viva Real,0,0,0,1,15214.285714285714
117.0,497.0,800.0,3,3,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,11538.461538461539
42.0,1.0,1.0,1,1,0,0,0,Apartamento,desconhecido,Viva Real,0,0,0,1,8147.619047619048
125.0,285.0,700.0,3,5,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,14400.0
162.0,467.0,1094.0,3,3,1,1,0,Cobertura,desconhecido,Viva Real,0,0,0,0,6160.493827160494
139.0,506.0,2409.0,0,2,0,3,0,Consultório,desconhecido,Viva Real,0,0,0,0,9712.230215827338
590.0,0.0,0.0,0,0,0,0,0,Lote/Terreno,desconhecido,Viva Real,0,0,0,0,3050.8474576271187
407.0,5600.0,0.0,5,4,0,2,0,Imóvel Comercial,desconhecido,Viva Real,0,0,1,0,4909.090909090909
60.0,694.0,719.0,2,2,0,1,11,Apartamento,desconhecido,Viva Real,0,0,0,1,12500.0
49.0,1050.0,550.0,1,2,1,1,12,Apartamento,desconhecido,Viva Real,0,0,0,0,16632.65306122449
101.0,100.0,550.0,2,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,6831.683168316832
336.0,1548.0,3275.0,0,6,0,6,0,Consultório,desconhecido,Viva Real,0,0,0,0,8928.57142857143
99.0,690.0,1100.0,3,2,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,4797.979797979798
80.0,0.0,0.0,2,1,0,1,0,Apartamento,desconhecido,Viva Real,0,0,1,0,4375.0
67.0,0.0,0.0,2,2,2,2,12,Apartamento,desconhecido,Viva Real,0,0,0,0,21806.9153612532
122.0,4500.0,1100.0,3,3,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,10901.639344262296
120.0,2035.0,865.0,3,3,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,5416.666666666667
116.0,,1199.0,3,3,1,1,0,Apartamento,desconhecido,Viva Real,0,0,1,0,7715.517241379311
50.0,0.0,400.0,0,1,0,1,0,Consultório,desconhecido,Viva Real,0,0,0,0,10600.0
70.0,,778.0,2,2,0,1,0,Apartamento,desconhecido,Viva Real,0,0,1,0,10714.285714285714
36.0,1143.0,,0,1,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,1,8055.555555555556
60.0,0.0,,0,1,0,1,0,Consultório,desconhecido,Viva Real,0,0,0,0,9166.133333333333
33.0,0.0,0.0,0,1,0,1,0,Consultório,desconhecido,Viva Real,0,0,1,0,12090.90909090909
115.0,2300.0,800.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,10434.782608695652
98.0,303.0,974.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8163.265306122449
87.0,3000.0,500.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,8390.80459770115
139.0,3209.0,0.0,3,3,1,1,0,Apartamento,desconhecido,Viva Real,0,0,1,0,5107.913669064748
114.0,0.0,0.0,3,2,1,2,11,Apartamento,desconhecido,Viva Real,0,0,0,0,13333.333333333334
38.0,200.0,390.0,0,1,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,1,5657.894736842105
184.0,4765.0,1700.0,4,3,3,2,11,Apartamento,desconhecido,Viva Real,0,0,0,0,8695.652173913044
98.0,,680.0,3,2,0,0,0,Apartamento,desconhecido,Viva Real,0,0,0,0,3877.5510204081634
414.0,3198.0,,3,4,1,4,0,Casa,desconhecido,Viva Real,0,0,0,0,5797.101449275362
46.0,620.0,450.0,1,1,0,0,0,Apartamento,desconhecido,Viva Real,0,0,0,0,5760.869565217391
138.0,4914.0,1004.0,3,4,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,21806.9153612532
127.0,0.0,1100000.0,3,4,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,11811.023622047243
133.0,4014.0,762.0,3,2,1,2,0,Cobertura,desconhecido,Viva Real,0,0,0,1,12781.954887218046
58.0,1000.0,730.0,0,0,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,7241.379310344828
61.0,827.0,504.0,2,1,0,0,0,Apartamento,desconhecido,Viva Real,0,0,0,0,6229.508196721312
193.0,3993.0,1337.0,3,4,1,2,0,Cobertura,desconhecido,Viva Real,0,0,0,0,6212.4352331606215
63.0,1396.0,598.0,2,1,0,0,0,Apartamento,desconhecido,Viva Real,0,0,1,0,4730.158730158731
140.0,3086.0,930.0,3,5,3,3,0,Apartamento,desconhecido,Viva Real,0,0,0,0,17778.571428571428
28.0,500.0,230.0,1,1,0,0,0,Apartamento,desconhecido,Viva Real,0,0,0,1,9642.857142857143
81.0,,,1,2,1,1,0,Flat,desconhecido,Viva Real,0,0,0,0,6851.851851851852
114.0,935.0,,3,2,0,0,0,Apartamento,desconhecido,Viva Real,0,0,0,0,3947.3684210526317
237.0,726.0,2067.0,4,4,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,10337.552742616033
78.0,1500.0,1000.0,2,2,0,0,0,Apartamento,desconhecido,Viva Real,0,0,0,0,5320.51282051282
75.0,1700.0,620.0,3,2,1,1,12,Apartamento,desconhecido,Viva Real,0,0,0,0,10466.666666666666
36.0,0.0,0.0,1,1,0,1,5,Apartamento,desconhecido,Viva Real,0,0,0,0,10888.888888888889
103.0,3532.0,1155.0,3,3,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,7038.834951456311
162.0,5703.0,900.0,3,2,1,1,0,Cobertura,desconhecido,Viva Real,0,0,0,0,8333.333333333334
157.0,,1552.0,4,3,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,8917.197452229299
79.0,1800.0,900.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,1,1,10000.0
80.0,1348.0,895.0,2,1,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,7375.0
203.0,0.0,0.0,3,4,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,10344.827586206897
150.0,3328.0,1280.0,3,4,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,11666.666666666666
112.0,3704.0,0.0,0,2,0,2,12,Consultório,desconhecido,Viva Real,0,0,0,0,13839.285714285714
54.0,0.0,0.0,1,1,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,16388.88888888889
66.0,2717.0,988.0,2,2,1,1,8,Apartamento,desconhecido,Viva Real,0,0,0,1,13136.363636363636
228.0,0.0,0.0,5,4,2,1,0,Casa,desconhecido,Viva Real,0,0,0,0,8333.333333333334
61.0,,,0,1,0,2,0,Consultório,desconhecido,Viva Real,0,0,0,0,10000.0
49.0,1.0,1.0,1,1,0,0,15,Apartamento,desconhecido,Viva Real,0,0,0,1,6918.367346938776
55.0,,,2,1,0,0,0,Apartamento,desconhecido,Viva Real,0,0,0,0,4454.545454545455
158.0,2852.0,1418.0,3,4,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,7088.607594936709
33.0,478.0,435.0,0,1,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,6515.151515151515
288.0,1890.0,,0,0,0,0,0,Lote/Terreno,desconhecido,Viva Real,0,0,0,0,961.8055555555555
104.0,889.0,839.0,2,2,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,4615.384615384615
97.0,1900.0,1040.0,0,1,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,3350.5154639175257
108.0,0.0,900.0,3,4,1,2,12,Apartamento,desconhecido,Viva Real,0,0,0,0,10657.407407407407
306.0,295.0,1895.0,3,3,2,3,0,Cobertura,desconhecido,Viva Real,0,0,1,0,8790.849673202614
90.0,,,0,1,0,1,0,Consultório,desconhecido,Viva Real,0,0,0,0,6888.888888888889
150.0,330.0,1260.0,3,4,3,2,12,Apartamento,desconhecido,Viva Real,0,0,0,0,11266.666666666666
78.0,1320.0,475.0,2,2,1,0,11,Apartamento,desconhecido,Viva Real,0,0,0,0,5000.0
136.0,2800.0,1000.0,4,4,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,12352.941176470587
33.0,657.0,390.0,0,1,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,5757.575757575758
72.0,620.0,718.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,9513.888888888889
27.0,610.0,357.0,0,1,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,5555.555555555556
159.0,4129.0,1107.0,3,4,3,2,14,Apartamento,desconhecido,Viva Real,0,0,0,1,12515.723270440252
23.0,1048.0,261.0,0,1,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,5869.565217391304
79.0,824.0,1118.0,2,2,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,13924.050632911392
254.0,,1521.0,4,5,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,12992.125984251968
53.0,656.0,563.0,1,1,0,0,0,Apartamento,desconhecido,Viva Real,0,0,0,1,8490.566037735849
48.0,2534.0,550.0,0,1,0,0,12,Consultório,desconhecido,Viva Real,0,0,1,0,11041.666666666666
157.0,,,3,5,3,3,0,Apartamento,desconhecido,Viva Real,0,0,0,0,7452.229299363057
170.0,,,0,4,0,3,0,Consultório,desconhecido,Viva Real,0,0,0,0,7058.823529411765
246.0,2050.0,654.0,4,3,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,7723.577235772358
90.0,,,3,2,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,10555.555555555555
113.0,1.0,1.0,3,3,1,1,10,Apartamento,desconhecido,Viva Real,0,0,0,0,5300.884955752213
116.0,3625.0,627.0,3,4,3,2,12,Apartamento,desconhecido,Viva Real,0,0,0,1,13706.896551724138
222.0,1726.0,1750.0,0,3,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,3063.063063063063
88.0,2185.0,660.0,3,3,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,6522.727272727273
81.0,1479.0,589.0,3,2,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,5925.925925925926
88.0,,,0,2,0,4,0,Consultório,desconhecido,Viva Real,0,0,0,1,5659.090909090909
77.0,1.0,950.0,2,1,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,5454.545454545455
156.0,1.0,1825.0,3,5,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,6282.051282051282
222.0,170.0,2000.0,0,3,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,3063.063063063063
134.0,4934.0,1100.0,3,5,3,2,0,Apartamento,desconhecido,Viva Real,0,0,1,0,21806.9153612532
500.0,,,3,4,1,4,0,Casa,desconhecido,Viva Real,0,0,1,1,7600.0
155.0,,,4,5,4,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,16064.516129032258
110.0,2055.0,,3,1,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,13636.363636363636
210.0,,,2,3,2,2,0,Cobertura,desconhecido,Viva Real,0,0,1,1,14000.0
115.0,2000.0,1100.0,3,3,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,9565.217391304348
110.0,1618.0,1618.0,3,3,1,1,12,Apartamento,desconhecido,Viva Real,0,0,1,1,14090.90909090909
28.0,478.0,317.0,0,1,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,3392.8571428571427
93.0,1.0,1043.0,3,2,1,2,0,Apartamento,desconhecido,Viva Real,0,0,1,1,15053.763440860215
174.0,4862.0,950.0,4,5,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,7471.264367816092
197.0,125.0,,3,2,1,4,0,Casa,desconhecido,Viva Real,0,0,0,0,4670.05076142132
330.0,4950.0,2350.0,4,5,2,2,10,Cobertura,desconhecido,Viva Real,0,0,0,1,6000.0
129.0,0.0,1162.0,3,4,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,13565.891472868218
96.0,10.0,1550.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,1,1,14375.0
68.0,171.0,424.0,2,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,12477.941176470587
226.0,10300.0,3800.0,4,4,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8402.654867256637
27.0,243.0,367.0,1,1,0,0,0,Apartamento,desconhecido,Viva Real,0,0,1,0,6666.666666666667
117.0,2475.0,754.0,3,3,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,6153.846153846154
168.0,250.0,1200.0,3,3,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,9994.047619047618
1137.0,42045.0,11296.0,0,6,0,0,0,Ponto Comercial/Loja/Box,desconhecido,Viva Real,0,0,0,0,6156.552330694811
90.0,768.0,807.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,7722.222222222223
600.0,19000.0,,0,6,0,8,0,Imóvel Comercial,desconhecido,Viva Real,0,0,0,0,6500.0
137.0,,,3,5,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,11313.868613138686
66.0,,595.0,2,1,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,9848.484848484848
114.0,1431.0,689.0,3,2,0,0,0,Apartamento,desconhecido,Viva Real,0,0,0,1,3947.3684210526317
140.0,3000.0,1360.0,3,4,2,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,6214.285714285715
68.0,1300.0,534.0,2,3,1,0,0,Apartamento,desconhecido,Viva Real,0,0,1,0,7205.882352941177
277.0,5518.0,1436.0,4,5,2,4,15,Cobertura,desconhecido,Viva Real,0,0,0,1,11732.851985559566
24.0,349.0,379.0,1,1,0,0,0,Apartamento,desconhecido,Viva Real,0,0,1,0,10166.666666666666
95.0,2650.0,650.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,6600.0
36.0,1.0,1.0,0,1,0,1,0,Ponto Comercial/Loja/Box,desconhecido,Viva Real,0,0,0,0,21806.9153612532
220.0,600.0,1500.0,3,5,2,3,0,Apartamento,desconhecido,Viva Real,0,0,0,0,9090.904545454545
198.0,1298.0,,0,3,0,0,0,Imóvel Comercial,desconhecido,Viva Real,0,0,0,0,7575.757575757576
117.0,,850.0,3,3,0,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,13329.23076923077
38.0,1557.0,411.0,0,1,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,5789.473684210527
71.0,0.0,800.0,2,3,2,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,11477.464788732394
101.0,10.0,10.0,3,2,1,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,18534.653465346535
99.0,1000.0,600.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,9090.90909090909
66.0,1180.0,900.0,2,2,1,1,17,Apartamento,desconhecido,Viva Real,0,0,0,1,13712.121212121212
167.0,,2200.0,3,5,3,2,0,Apartamento,desconhecido,Viva Real,0,0,1,0,15568.862275449103
115.0,4422.0,885.0,3,3,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,8260.869565217392
188.0,203.0,864.0,4,3,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,3457.446808510638
49.0,1100.0,730.0,1,1,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,8979.591836734693
205.0,3000.0,1200.0,3,3,1,1,12,Cobertura,desconhecido,Viva Real,0,0,1,1,9341.463414634147
306.0,375.0,1895.0,3,4,2,3,0,Cobertura,desconhecido,Viva Real,0,0,0,1,9019.607843137255
151.0,3061.0,1364.0,3,5,3,3,0,Apartamento,desconhecido,Viva Real,0,0,0,1,14238.41059602649
135.0,5000.0,1405.0,3,4,3,2,9,Cobertura,desconhecido,Viva Real,0,0,0,1,17041.05185185185
714.0,631.0,,0,0,0,0,0,Imóvel Comercial,desconhecido,Viva Real,0,0,0,0,4201.680672268908
76.0,306.0,837.0,0,1,0,1,0,Consultório,desconhecido,Viva Real,0,0,0,0,5526.315789473684
150.0,,1222.0,3,5,3,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,9313.333333333334
108.0,,1550.0,3,1,0,0,0,Apartamento,desconhecido,Viva Real,0,0,0,1,4444.444444444444
330.0,4900.0,2000.0,4,5,2,2,0,Cobertura,desconhecido,Viva Real,0,0,1,0,6000.0
258.0,4300.0,1700.0,4,5,4,2,12,Apartamento,desconhecido,Viva Real,0,0,0,0,6201.550387596899
120.0,2036.0,865.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,5416.666666666667
76.0,,750.0,2,2,1,1,8,Apartamento,desconhecido,Viva Real,0,0,0,0,8552.631578947368
68.0,1197.0,745.0,2,2,2,1,12,Apartamento,desconhecido,Viva Real,0,0,0,0,6323.529411764706
256.0,0.0,1500.0,3,4,1,2,0,Cobertura,desconhecido,Viva Real,0,0,0,0,11718.75
52.0,1261.0,524.0,1,1,1,1,15,Apartamento,desconhecido,Viva Real,0,0,0,1,15769.23076923077
68.0,,750.0,2,1,1,1,0,Apartamento,desconhecido,Viva Real,0,0,1,1,16176.470588235294
96.0,268.0,1002.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,11770.833333333334
65.0,,,0,1,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,4846.153846153846
128.0,,1190.0,3,1,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,11718.75
37.0,50.0,350.0,0,0,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,6756.756756756757
154.0,1842.0,,0,4,0,0,0,Imóvel Comercial,desconhecido,Viva Real,0,0,0,0,4220.779220779221
65.0,1500.0,650.0,2,2,1,1,17,Apartamento,desconhecido,Viva Real,0,0,0,1,13846.153846153846
160.0,,,3,2,1,0,0,Casa,desconhecido,Viva Real,0,0,1,0,3312.5
173.0,4800.0,1100.0,2,4,1,1,0,Apartamento,desconhecido,Viva Real,0,0,1,0,8034.682080924856
75.0,0.0,600.0,2,1,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,12000.0
162.0,1180.0,,0,2,0,0,0,Imóvel Comercial,desconhecido,Viva Real,0,0,0,0,8333.333333333334
121.0,1946.0,,4,2,0,1,0,Casa,desconhecido,Viva Real,0,0,0,0,13223.140495867769
90.0,88.0,635.0,4,2,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,5222.222222222223
227.0,1.0,3500.0,4,4,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,0,10352.422907488986
77.0,4000.0,450.0,3,2,0,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,8948.051948051949
101.0,1940.0,1023.0,3,1,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,6435.6435643564355
88.0,250.0,700.0,3,2,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,14431.818181818182
259.0,0.0,0.0,2,4,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,14787.644787644787
214.0,6587.0,2200.0,3,5,2,2,0,Apartamento,desconhecido,Viva Real,0,0,0,1,11682.242990654206
469.0,11713.0,2917.0,4,5,4,4,0,Cobertura,desconhecido,Viva Real,0,0,1,1,12771.85501066098
129.0,1500.0,1200.0,3,2,1,3,12,Apartamento,desconhecido,Viva Real,0,0,0,1,15418.60465116279
25.0,975.0,343.0,0,1,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,19800.0
88.0,2146.0,942.0,3,2,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,6465.909090909091
300.0,0.0,0.0,4,2,0,0,0,Casa,desconhecido,Viva Real,0,0,0,0,3266.6666666666665
44.0,0.0,400.0,0,0,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,8181.818181818182
65.0,1.0,1.0,2,1,0,1,10,Apartamento,desconhecido,Viva Real,0,0,0,1,8969.23076923077
119.0,2036.0,865.0,3,3,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,5462.18487394958
117.0,,1361.0,3,3,3,3,0,Apartamento,desconhecido,Viva Real,0,0,0,0,17521.36752136752
45.0,,,0,1,0,0,0,Consultório,desconhecido,Viva Real,0,0,0,0,11555.555555555555
50.0,1100.0,600.0,1,1,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,8600.0
377.0,927.0,2957.0,3,4,2,3,13,Apartamento,desconhecido,Viva Real,0,0,0,0,9018.567639257295
129.0,0.0,1122.0,3,3,1,1,0,Apartamento,desconhecido,Viva Real,0,0,0,1,11240.31007751938
329.0,8000.0,2000.0,3,4,2,2,12,Apartamento,desconhecido,Viva Real,0,0,0,0,5471.12462006079
60.0,1800.0,650.0,2,1,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,7500.0
32.0,207.0,630.0,0,1,0,1,0,Consultório,desconhecido,Viva Real,0,0,0,0,10937.5
98.0,143.0,760.0,3,2,1,1,13,Apartamento,desconhecido,Viva Real,0,0,0,1,9183.663265306122
84.0,2000.0,650.0,2,2,1,2,10,Apartamento,desconhecido,Viva Real,0,0,0,0,17726.190476190477
117.0,1515.0,715.0,3,2,1,1,11,Apartamento,desconhecido,Viva Real,0,0,0,1,6410.25641025641
60.0,1800.0,650.0,2,1,0,1,0,Apartamento,desconhecido,Viva Real,0,0,0,0,7500.0
